,name,address,min_price,max_price,currency,cuisine,description,star,comfort,delightful,services,phone,website,hours,lat,lon,url,country,country_alpha2,continent_code,USD_min_price,USD_max_price,aggregate_cuisine
833,IGNIV by Andreas Caminada,"Via Serlas 27, Sankt Moritz, 7500, Switzerland",195.0,235.0,CHF,CREATIVE,"The name Igniv, the Romansh word for ""nest"", reflects the warm and homely feel that has been created here. Diners order from a Surprise Sharing menu served by an open and friendly front-of-house team in either the elegant restaurant with its open kitchen or the romantic, historical dining rooms.",2.0,4.0,1.0,"['Car park', 'Wheelchair accessible', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+41 81 837 28 22,www.badruttspalace.com,"Closed: 30 March-30 November, Monday-Sunday lunch",46.4977033,9.841280900000001,https://guide.michelin.com/en/graubunden/sankt-moritz/restaurant/igniv-by-andreas-caminada522914,Switzerland,CH,EU,205.03,247.09,CREATIVE
834,Denis Martin,"Rue du Château 2, Vevey, 1800, Switzerland",98.0,360.0,CHF,CREATIVE,"Experimental and fun are two words that sum up Denis Martin’s cuisine! With his perfect mastery of molecular cooking techniques, this chef is keen to revisit traditional Swiss flavours and products: calf’s milk (béton) from Fribourg, sii (a traditional dessert from Savièse), cryogenised boudin sausage, and langoustine. The surprises and sensations follow one after the other, both for the eyes and the palate!",1.0,3.0,1.0,"['Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+41 21 921 12 10,www.denismartin.ch,"Closed: 1-6 January, 2-16 August, Monday, Tuesday-Saturday lunch, Sunday",46.4583989,6.848582400000001,https://guide.michelin.com/en/vaud/vevey/restaurant/denis-martin,Switzerland,CH,EU,103.04,378.53,CREATIVE
835,L'Ermitage,"Route du Village 26, Vufflens-le-Château, 1134, Switzerland",80.0,340.0,CHF,CLASSIC CUISINE,"Cooking is a family affair in this pretty restaurant. The homemade bread and vegetables from the garden add flavour to the delicious, classic dishes served here. The house speciality is the entrecôte of Wagyu beef, which is imported directly from Japan. Charming guestrooms are also available for those wishing to spend a night or two here.",1.0,3.0,1.0,"['Car park', 'Garden or park', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Restaurant with bedrooms', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+41 21 804 68 68,www.ravet.swiss,"Closed: 1-16 January, 16-25 February, 19 July-13 August, Monday, Tuesday, Sunday",46.5277284,6.4694430999999994,https://guide.michelin.com/en/vaud/vufflens-le-chteau/restaurant/l-ermitage180304,Switzerland,CH,EU,84.12,357.5,CLASSIC
836,Adelboden,"Schlagstrasse, Steinen, 6422, Switzerland",145.0,195.0,CHF,CLASSIC FRENCH,"If you are looking for great classic cuisine, try Ruth and Franz Wiget’s Adelboden. The owner is a passionate cook and everything he serves here is of the very highest quality, full of flavour and skilfully crafted. His wife supervises the charming all-female waiting staff who provide attentive service in the comfortable, wood-panelled dining rooms and on the lovely terrace.",2.0,2.0,1.0,"['Car park', 'Great view', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+41 41 832 12 42,www.wiget-adelboden.ch,"Closed: 9 February-5 March, 12 July-6 August, 20-31 December, Monday, Tuesday-Friday lunch, Sunday",47.0611802,8.6212395,https://guide.michelin.com/en/schwyz/steinen/restaurant/adelboden,Switzerland,CH,EU,152.46,205.03,FRENCH
837,Glow by Armin Amrein,"Promenade 115, Davos Platz, 7270, Switzerland",69.0,195.0,CHF,MODERN FRENCH,"Glow offers an interesting location and an unusual upmarket interior designed with great attention to detail in wood, stone and glass. The intensely flavoured, minimalist-style cuisine, made using nothing but the best ingredients, is served in a relaxed atmosphere. ‘The Table’, in Escher Raumdesign’s directly accessible showroom, seats up to 10 diners.",1.0,2.0,1.0,"['Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+41 81 416 43 43,www.glow-davos.ch,"Closed: 14 April-8 July, 17 October-2 December, Monday, Tuesday",46.8024613,9.8354763,https://guide.michelin.com/en/graubunden/davos-platz/restaurant/glow-by-armin-amrein,Switzerland,CH,EU,72.55,205.03,FRENCH
838,Gasthaus zum Kreuz,"Stellistrasse 3, Dallenwil, 6383, Switzerland",12.0,128.0,CHF,CLASSIC CUISINE,"The oldest restaurant in the Engelberg valley, Gasthaus zum Kreuz has been around for 500 years. The dedicated owner and charming wood-panelled dining rooms create a lovely atmosphere in which to enjoy the well balanced, classic cuisine made using excellent ingredients. And if you fancy sampling some of the fine wines on offer, there are also two pretty, modern guestrooms available.",1.0,2.0,0.0,"['Car park', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'Restaurant with bedrooms', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+41 41 628 20 20,www.kreuz-dallenwil.ch,"Closed: 6-20 January, 20 July-3 August, Monday, Tuesday",46.931855600000006,8.390924,https://guide.michelin.com/en/nidwalden/dallenwil/restaurant/gasthaus-zum-kreuz,Switzerland,CH,EU,12.62,134.59,CLASSIC
839,La Bottega,"Rue de La Corraterie 21, Genève, 1204, Switzerland",58.0,150.0,CHF,ITALIAN,"In the very heart of Geneva, La Bottega continues its quest to celebrate the best of Italian cuisine. Here, the chef delights guests with authentic dishes teeming with freshness, such as eliche, courgette flowers and baby squid, and ""Al Capone"" pigeon with aubergines, cherries and fresh almonds. A pleasurable dining experience is guaranteed!",1.0,2.0,0.0,"['Air conditioning', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+41 22 736 10 00,www.labottegatrattoria.com,"Closed: 1-5 January, 10-13 April, 26 July-6 August, Sunday",46.201750700000005,6.1438513,https://guide.michelin.com/en/geneve-region/geneve/restaurant/la-bottega,Switzerland,CH,EU,60.98,157.72,ITALIAN
840,Segreto,"Abacus Platz 1, Wittenbach, 9301, Switzerland",110.0,150.0,CHF,CREATIVE,"What sets the Mediterranean cuisine on offer at Segreto apart? Prepared using a limited number of top-quality products, simply and without frills, it is nevertheless original and full of depth. The interior is equally upmarket with its elegant yet relaxed atmosphere. Excellent service and wine recommendations.",1.0,3.0,1.0,"['Air conditioning', 'Car park', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card', 'Lift']",+41 71 290 11 11,www.segreto.ch,"Closed: Monday, Tuesday-Saturday lunch, Sunday",47.450773,9.3964148,https://guide.michelin.com/en/sankt-gallen-region/wittenbach/restaurant/segreto,Switzerland,CH,EU,115.66,157.72,CREATIVE
841,IGNIV by Andreas Caminada,"Bernhard-Simon-Strasse 2, Bad Ragaz, 7310, Switzerland",148.0,212.0,CHF,CREATIVE,"Run under the guidance of celebrated Michelin 3-star chef Andreas Caminada, IGNIV offers a ""fine dining sharing experience"". It features good, creative cuisine that is rich in flavour and beautiful to look at. The food is served in the chic designer ‘Nest’, the German – and English – translation of the restaurant’s Romansh name.",2.0,3.0,1.0,"['Car park', 'Wheelchair accessible', 'Garden or park', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+41 81 303 30 30,www.igniv.com,"Closed: 24 February-6 March, 17-31 July, 6-20 November, Monday, Tuesday, Wednesday-Saturday lunch",47.0003991,9.5022986,https://guide.michelin.com/en/sankt-gallen-region/bad-ragaz/restaurant/igniv-by-andreas-caminada,Switzerland,CH,EU,155.62,222.91,CREATIVE
842,Le MontBlanc,"Chemin du Mont-Blanc 1, Crans-Montana, 3963, Switzerland",55.0,163.0,CHF,MODERN FRENCH,"The large windows at this hotel form a semi-circle offering a 180° view of the surrounding Alps – a truly breathtaking sight. The fine, delicate cuisine has the occasional modern twist, while the terrace is definitely the place to be in sunny weather, both in summer and winter!",1.0,3.0,1.0,"['Car park', 'Great view', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+41 27 486 60 60,www.lecrans.com,Closed: 19 April-19 June,46.3153104,7.4631886,https://guide.michelin.com/en/wallis/crans-montana/restaurant/le-montblanc,Switzerland,CH,EU,57.83,171.39,FRENCH
843,Pavillon,"Talstrasse 1, Zürich, 8001, Switzerland",76.0,246.0,CHF,CLASSIC FRENCH,Star architect Pierre-Yves Rochon designed this elegant Restaurant and the almost 360° glazed rotunda with its country views is wonderful. The exquisite classic cuisine is prepared by Laurent Eperon and includes dishes such as roast sea bass with Périgord truffles.,2.0,4.0,0.0,"['Air conditioning', 'Brunch', 'Car park', 'Wheelchair accessible', 'Notable wine list', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card', 'Lift']",+41 44 220 50 22,www.aupavillon.ch,"Closed: 15-24 February, 4-19 October, Monday, Saturday lunch, Sunday",47.367091200000004,8.5395326,https://guide.michelin.com/en/zurich-region/zurich/restaurant/pavillon,Switzerland,CH,EU,79.91,258.66,FRENCH
844,Schlüssel - Nidbergstube,"Oberdorfstrasse 5, Mels, 8887, Switzerland",75.0,190.0,CHF,CLASSIC CUISINE,"The Kalberer family have been serving exquisite cuisine here since 1974. Having taken over from his father, Seppi, in the kitchen, son Roger is now successfully implementing his own contemporary style while continuing to show great respect for tradition. An excellent wine selection, cosy atmosphere and friendly service supervised by Marianne Blum all add to the appeal.",1.0,3.0,0.0,"['Car park', 'Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'American Express credit card', 'Mastercard credit card', 'Visa credit card']",+41 81 723 12 38,www.schluesselmels.ch,"Closed: 16 February-9 March, 19 July-10 August, Monday, Sunday",47.046348200000004,9.4185999,https://guide.michelin.com/en/sankt-gallen-region/mels/restaurant/schlussel-nidbergstube,Switzerland,CH,EU,78.86,199.78,CLASSIC
845,Sens,"Seestrasse 80, Vitznau, 6354, Switzerland",125.0,195.0,CHF,MODERN CUISINE,"You’ll find the this modern, water-front restaurant with its idyllic terrace and little ""island"" just a few steps from the hotel. The kitchen staff take top-quality ingredients and shape them into finely judged, creative dishes that are sophisticated but unpretentious.",1.0,2.0,1.0,"['Car park', 'Wheelchair accessible', 'Great view', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Mastercard credit card', 'Visa credit card']",+41 41 399 77 77,www.vitznauerhof.ch,"Closed: Monday, Tuesday, Wednesday-Sunday lunch",47.008021,8.482686300000001,https://guide.michelin.com/en/luzern-region/vitznau/restaurant/sens279709,Switzerland,CH,EU,131.43,205.03,MODERN
846,Bel Etage,"Leonhardsgraben 49, Basel, 4051, Switzerland",60.0,175.0,CHF,CLASSIC FRENCH,"Bel Etage serves classic cuisine in an classic setting. Diners sit in stylish salons with lovely old parquet floors and high ceilings with crystal chandeliers to enjoy the fine food, which is prepared with finesse and accompanied by a wide selection of wines and friendly service.",1.0,3.0,0.0,"['Notable wine list', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+41 61 261 10 10,www.teufelhof.com,"Closed: 1-14 January, 2-7 March, 5 July-4 August, 20-30 December, Monday, Saturday lunch, Sunday",47.55585,7.586460000000001,https://guide.michelin.com/en/basel-stadt/basel/restaurant/bel-etage,Switzerland,CH,EU,63.09,184.01,FRENCH
847,RICO'S,"Seestrasse 160, Küsnacht, 8700, Switzerland",63.0,210.0,CHF,MODERN CUISINE,"The sophisticated design and various art pieces on display at RICO’S are just as important in creating the special atmosphere as the professional, friendly and relaxed service. The whole provides the ideal setting for creative modern cuisine that plays with textures and flavours. Rico's Privé is for private events.",2.0,3.0,1.0,"['Air conditioning', 'Car park', 'Outdoor dining', 'Establishment totally or partly reserved for non-smokers', 'Private dining rooms', 'American Express credit card', 'Diners Club credit card', 'Mastercard credit card', 'Visa credit card']",+41 44 910 07 15,www.ricozandonella.ch,"Closed: Monday, Sunday",47.3155646,8.580067199999998,https://guide.michelin.com/en/zurich-region/ksnacht/restaurant/rico-s,Switzerland,CH,EU,66.24,220.81,MODERN
848,DILL,"Laugavegur 59, Reykjavík, 101, Iceland",13900.0,13900.0,ISK,CREATIVE,"A strong sustainability ethos drives the kitchen at this moodily lit and atmospheric first floor restaurant. The internationally experienced chef uses traditional Icelandic methods alongside modern techniques to produce a multi-course menu of creative, diminutive dishes that really pack a punch – and they’re served and explained by the chefs themselves.",1.0,2.0,0.0,"['Air conditioning', 'Wheelchair accessible', 'New establishment in the guide', 'Lift']",+354 552 1522,www.dillrestaurant.is,"Closed: Monday, Tuesday, Wednesday-Saturday lunch, Sunday",64.1443654,-21.922442999999998,https://guide.michelin.com/en/capital-region-iceland/reykjavik/restaurant/dill1186101,Iceland,IS,EU,100.4,100.4,CREATIVE
